2026-05-31 00:10:03,568 - main - INFO - === Logging system initialized ===
2026-05-31 00:10:03,568 - main - INFO - Log file: logs/app_20260531_001003.log
2026-05-31 00:10:03,568 - main - INFO - Log level: INFO
2026-05-31 00:10:03,568 - main - INFO - Timestamp: 20260531_001003
2026-05-31 00:10:04,677 - main - INFO - Included router: routers.ai_generate.router
2026-05-31 00:10:04,706 - main - INFO - Included router: routers.aihub.router
2026-05-31 00:10:04,723 - main - INFO - Included router: routers.auth.router
2026-05-31 00:10:04,784 - main - INFO - Included router: routers.conversations.router
2026-05-31 00:10:04,786 - main - INFO - Included router: routers.health.router
2026-05-31 00:10:04,842 - main - INFO - Included router: routers.project_files.router
2026-05-31 00:10:04,904 - main - INFO - Included router: routers.projects.router
2026-05-31 00:10:04,915 - main - INFO - Included router: routers.publish.router
2026-05-31 00:10:04,970 - main - INFO - Included router: routers.settings.router
2026-05-31 00:10:05,014 - main - INFO - Included router: routers.storage.router
2026-05-31 00:10:05,063 - main - INFO - Included router: routers.user.router
2026-05-31 00:10:05,116 - main - INFO - Included router: routers.versions.router
2026-05-31 00:10:13,563 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:13,914 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:14,265 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:14,616 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:14,967 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:15,318 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:15,669 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:16,020 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:16,371 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:16,722 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:17,073 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:17,424 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:17,775 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:18,126 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:18,477 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:18,828 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:19,179 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:19,530 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:19,881 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:20,232 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:20,583 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:20,934 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:21,288 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:21,639 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:21,990 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:22,341 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:22,692 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:23,043 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:23,394 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:23,745 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:24,096 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:24,447 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:24,798 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001006.log')}
2026-05-31 00:10:25,149 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001006.log')}
2026-05-31 00:10:25,500 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:25,851 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:26,202 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:26,553 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:26,904 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001006.log')}
2026-05-31 00:10:27,255 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:27,606 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001006.log')}
2026-05-31 00:10:27,958 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:28,309 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:28,660 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:29,011 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:29,362 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:29,713 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:30,064 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:30,415 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:30,766 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:31,117 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:31,468 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:31,819 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:32,170 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:32,521 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:32,872 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:33,223 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:33,574 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:33,925 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:34,276 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:34,627 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:34,978 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:35,329 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:35,681 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:36,032 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:36,383 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:36,734 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:37,085 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:37,436 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:37,787 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:38,138 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:38,489 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:38,840 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:39,191 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:39,542 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:39,893 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:40,244 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:40,595 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:40,946 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:41,297 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:41,649 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:42,000 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:42,351 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:42,702 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:43,053 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:43,404 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:43,755 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:44,106 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:44,457 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:44,808 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:45,159 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:45,510 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:45,861 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:46,212 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:46,563 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:46,914 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:47,265 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:47,616 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:47,968 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:48,319 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:48,670 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:49,021 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:49,372 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:49,723 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:50,074 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:50,425 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:50,777 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:51,129 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:51,480 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:51,831 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:52,182 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:52,533 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:52,884 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:53,235 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:53,586 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:53,937 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:54,288 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:54,639 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:54,990 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:55,341 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:55,692 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:56,043 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:56,394 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:56,745 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:57,096 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:57,447 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:57,798 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:58,149 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:58,499 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:58,851 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:59,202 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:59,553 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:10:59,904 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:11:00,256 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:11:00,607 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:11:00,958 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:11:01,309 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:11:01,660 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:11:02,011 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:11:02,363 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:11:02,714 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:11:03,065 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:11:03,416 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:11:03,767 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
2026-05-31 00:11:04,118 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260531_001003.log')}
