2026-05-29 20:15:04,056 - main - INFO - === Logging system initialized ===
2026-05-29 20:15:04,056 - main - INFO - Log file: logs/app_20260529_201504.log
2026-05-29 20:15:04,056 - main - INFO - Log level: INFO
2026-05-29 20:15:04,056 - main - INFO - Timestamp: 20260529_201504
2026-05-29 20:15:05,832 - main - INFO - Included router: routers.ai_generate.router
2026-05-29 20:15:05,858 - main - INFO - Included router: routers.aihub.router
2026-05-29 20:15:05,873 - main - INFO - Included router: routers.auth.router
2026-05-29 20:15:05,928 - main - INFO - Included router: routers.conversations.router
2026-05-29 20:15:05,931 - main - INFO - Included router: routers.health.router
2026-05-29 20:15:05,986 - main - INFO - Included router: routers.project_files.router
2026-05-29 20:15:06,040 - main - INFO - Included router: routers.projects.router
2026-05-29 20:15:06,074 - main - INFO - Included router: routers.publish.router
2026-05-29 20:15:06,097 - main - INFO - Included router: routers.settings.router
2026-05-29 20:15:06,140 - main - INFO - Included router: routers.storage.router
2026-05-29 20:15:06,153 - main - INFO - Included router: routers.user.router
2026-05-29 20:15:06,210 - main - INFO - Included router: routers.versions.router
2026-05-29 20:15:07,825 - watchfiles.main - DEBUG - 1 change detected: {(<Change.added: 1>, '/workspace/app/backend/logs/app_20260529_201507.log')}
2026-05-29 20:15:08,176 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_201504.log')}
2026-05-29 20:15:08,529 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_201504.log')}
2026-05-29 20:15:08,879 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_201507.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_201504.log')}
2026-05-29 20:15:09,231 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_201507.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_201504.log')}
2026-05-29 20:15:09,582 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_201504.log')}
2026-05-29 20:15:09,932 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_201504.log')}
2026-05-29 20:15:10,284 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_201504.log')}
2026-05-29 20:15:10,634 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_201504.log')}
2026-05-29 20:15:10,985 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_201504.log')}
2026-05-29 20:15:11,336 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_201504.log')}
2026-05-29 20:15:11,687 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_201504.log')}
2026-05-29 20:15:12,038 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_201504.log')}
2026-05-29 20:15:12,389 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_201504.log')}
2026-05-29 20:15:12,743 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_201504.log')}
2026-05-29 20:15:13,094 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_201504.log')}
2026-05-29 20:15:13,445 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_201504.log')}
2026-05-29 20:15:13,796 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_201504.log')}
2026-05-29 20:15:14,147 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_201504.log')}
2026-05-29 20:15:14,498 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_201504.log')}
2026-05-29 20:15:14,849 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_201504.log')}
2026-05-29 20:15:15,200 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_201504.log')}
2026-05-29 20:15:15,552 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_201504.log')}
2026-05-29 20:15:15,903 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_201504.log')}
2026-05-29 20:15:16,254 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_201504.log')}
2026-05-29 20:15:16,605 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_201504.log')}
2026-05-29 20:15:16,956 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260529_201504.log')}
